ch,sOpen,sSlope,pOpen11,pOpen12,pOpen13,pOpen14,pOpen15,pOpen16,pOpen17,pOpen18,pOpen19,pOpen21,pOpen22,pOpen23,pOpen24,pOpen25,pOpen26,pOpen27,pOpen28,pOpen29,pSlope11,pSlope12,pSlope13,pSlope14,pSlope15,pSlope16,pSlope17,pSlope18,pSlope19,pSlope21,pSlope22,pSlope23,pSlope24,pSlope25,pSlope26,pSlope27,pSlope28,pSlope29
.........00.00.00.,0.372946208,20.59899523,0,0,0,0,0,0,0,0,0,0.692307692,0.692307692,0.692307692,0.398190045,0.398190045,0.398190045,0,0,0,0,0,0,0,0,0,0,0,0,25.70444376,25.70444376,25.70444376,18.96639887,18.96639887,18.96639887,0,0,0
.........000000000,0.279577148,13.08966891,0,0,0,0,0,0,0,0,0,0.122171946,0.122171946,0.122171946,0.037037037,0.037037037,0.037037037,0.045454545,0.045454545,0.045454545,0,0,0,0,0,0,0,0,0,10.93089361,10.93089361,10.93089361,10.933745,10.933745,10.933745,14.48021135,14.48021135,14.48021135
.........000100111,0.331683168,15.75036879,0.173184358,0.173184358,0.173184358,0.448087432,0.448087432,0.448087432,0.276836158,0.276836158,0.276836158,0.221719457,0.221719457,0.221719457,0.191780822,0.191780822,0.191780822,0.35426009,0.35426009,0.35426009,24.51006201,24.51006201,24.51006201,20.8542915,20.8542915,20.8542915,23.68692523,23.68692523,23.68692523,22.45001215,22.45001215,22.45001215,22.91719347,22.91719347,22.91719347,19.52079455,19.52079455,19.52079455
000......00.01..0.,0.153274814,10.95168337,0.631284916,0.631284916,0.631284916,0.272222222,0.272222222,0.272222222,0.173184358,0.173184358,0.173184358,0.146118721,0.146118721,0.146118721,0.090497738,0.090497738,0.090497738,0,0,0,10.4748625,10.4748625,10.4748625,10.89824132,10.89824132,10.89824132,12.26853918,12.26853918,12.26853918,10.45468192,10.45468192,10.45468192,6.21934157,6.21934157,6.21934157,0,0,0
00.......00.000000,0.25180018,18.20090594,0.416666667,0.416666667,0.416666667,0.411111111,0.411111111,0.411111111,0,0,0,0.339285714,0.339285714,0.339285714,0.319634703,0.319634703,0.319634703,0.387387387,0.387387387,0.387387387,6.863170586,6.863170586,6.863170586,7.85543013,7.85543013,7.85543013,0,0,0,11.18059502,11.18059502,11.18059502,6.194021202,6.194021202,6.194021202,7.459225424,7.459225424,7.459225424
111......000100100,0.065285907,15.4673955,0.066666667,0.066666667,0.066666667,0,0,0,0.071823204,0.071823204,0.071823204,0.074889868,0.074889868,0.074889868,0.099547511,0.099547511,0.099547511,0.059090909,0.059090909,0.059090909,7.862117847,7.862117847,7.862117847,11.05080829,11.05080829,11.05080829,15.9781286,15.9781286,15.9781286,17.06790598,17.06790598,17.06790598,11.11968764,11.11968764,11.11968764,9.616309633,9.616309633,9.616309633
00.......000000000,0.19167604,15.62763027,0.196629213,0.196629213,0.196629213,0.027932961,0.027932961,0.027932961,0,0,0,0.378378378,0.378378378,0.378378378,0.027522936,0.027522936,0.027522936,0.296296296,0.296296296,0.296296296,8.483024717,8.483024717,8.483024717,8.123655377,8.123655377,8.123655377,0,0,0,15.16209752,15.16209752,15.16209752,8.094715202,8.094715202,8.094715202,9.76892342,9.76892342,9.76892342
0........000001000,0.373959973,15.64931527,0.251396648,0.251396648,0.251396648,0,0,0,0,0,0,0.427927928,0.427927928,0.427927928,0.232142857,0.232142857,0.232142857,0.432432432,0.432432432,0.432432432,20.97818877,20.97818877,20.97818877,0,0,0,0,0,0,11.38180727,11.38180727,11.38180727,11.22288221,11.22288221,11.22288221,21.59642496,21.59642496,21.59642496
.........00.01.00.,0.081664792,20.25958962,0,0,0,0,0,0,0,0,0,0.00913242,0.00913242,0.00913242,0.054298643,0.054298643,0.054298643,0,0,0,0,0,0,0,0,0,0,0,0,14.70548485,14.70548485,14.70548485,18.44546805,18.44546805,18.44546805,0,0,0
011......01111.011,0.220796759,14.80823528,0.132596685,0.132596685,0.132596685,0.061111111,0.061111111,0.061111111,0.35359116,0.35359116,0.35359116,0.252252252,0.252252252,0.252252252,0.147321429,0.147321429,0.147321429,0.321266968,0.321266968,0.321266968,20.52931046,20.52931046,20.52931046,14.0727496,14.0727496,14.0727496,13.10620134,13.10620134,13.10620134,20.6114983,20.6114983,20.6114983,16.7528785,16.7528785,16.7528785,13.09684438,13.09684438,13.09684438
01.......00000.000,0.286774629,16.53248089,0.318435754,0.318435754,0.318435754,0.105555556,0.105555556,0.105555556,0,0,0,0.378995434,0.378995434,0.378995434,0.130044843,0.130044843,0.130044843,0.031674208,0.031674208,0.031674208,3.293920897,3.293920897,3.293920897,8.099894108,8.099894108,8.099894108,0,0,0,3.097245634,3.097245634,3.097245634,6.754466507,6.754466507,6.754466507,15.0527909,15.0527909,15.0527909
.........00.00..0.,0.467611336,15.62493784,0,0,0,0,0,0,0,0,0,0.626126126,0.626126126,0.626126126,0.576576577,0.576576577,0.576576577,0,0,0,0,0,0,0,0,0,0,0,0,20.7267365,20.7267365,20.7267365,11.02373828,11.02373828,11.02373828,0,0,0
.........000000000,0.26506295,9.817370395,0,0,0,0,0,0,0,0,0,0.226244344,0.226244344,0.226244344,0.185022026,0.185022026,0.185022026,0.160714286,0.160714286,0.160714286,0,0,0,0,0,0,0,0,0,14.60511157,14.60511157,14.60511157,12.50611223,12.50611223,12.50611223,9.656467193,9.656467193,9.656467193
.........00.01.01.,0.233745782,10.75711443,0,0,0,0,0,0,0,0,0,0.298165138,0.298165138,0.298165138,0.446902655,0.446902655,0.446902655,0,0,0,0,0,0,0,0,0,0,0,0,9.3149714,9.3149714,9.3149714,11.3450043,11.3450043,11.3450043,0,0,0
............00.00.,0.671618276,13.00324333,0,0,0,0,0,0,0,0,0,0.476851852,0.476851852,0.476851852,0.574660633,0.574660633,0.574660633,0,0,0,0,0,0,0,0,0,0,0,0,12.6618572,12.6618572,12.6618572,22.74462103,22.74462103,22.74462103,0,0,0
100000...000000000,0.16393074,8.238607934,0.027624309,0.027624309,0.027624309,0.508287293,0.508287293,0.508287293,0.110497238,0.110497238,0.110497238,0.018348624,0.018348624,0.018348624,0.013513514,0.013513514,0.013513514,0.004464286,0.004464286,0.004464286,13.25897495,13.25897495,13.25897495,8.195512687,8.195512687,8.195512687,5.945096019,5.945096019,5.945096019,12.6786784,12.6786784,12.6786784,6.092506324,6.092506324,6.092506324,5.241751881,5.241751881,5.241751881
0.1000...000000000,0.285874944,18.30117971,0.508379888,0.508379888,0.508379888,0.582417582,0.582417582,0.582417582,0.313186813,0.313186813,0.313186813,0.659192825,0.659192825,0.659192825,0.559090909,0.559090909,0.559090909,0.372727273,0.372727273,0.372727273,11.72538832,11.72538832,11.72538832,14.76246058,14.76246058,14.76246058,14.38781595,14.38781595,14.38781595,15.077964,15.077964,15.077964,12.14533591,12.14533591,12.14533591,12.53402159,12.53402159,12.53402159
00.00....000000000,0.359135914,10.17864756,0.583333333,0.583333333,0.583333333,0.435028249,0.435028249,0.435028249,0,0,0,0.59009009,0.59009009,0.59009009,0.407239819,0.407239819,0.407239819,0.296803653,0.296803653,0.296803653,8.369972178,8.369972178,8.369972178,8.713284414,8.713284414,8.713284414,0,0,0,7.636894213,7.636894213,7.636894213,9.247613882,9.247613882,9.247613882,10.21548455,10.21548455,10.21548455
00.00....00.00.00.,0.211473566,10.20925376,0.032967033,0.032967033,0.032967033,0.338888889,0.338888889,0.338888889,0,0,0,0.333333333,0.333333333,0.333333333,0.270642202,0.270642202,0.270642202,0,0,0,20.49417642,20.49417642,20.49417642,3.980762405,3.980762405,3.980762405,0,0,0,6.349342442,6.349342442,6.349342442,7.721791924,7.721791924,7.721791924,0,0,0
.........00.00.00.,0.398606115,13.57724141,0,0,0,0,0,0,0,0,0,0.366972477,0.366972477,0.366972477,0.295964126,0.295964126,0.295964126,0,0,0,0,0,0,0,0,0,0,0,0,8.922800675,8.922800675,8.922800675,6.06945261,6.06945261,6.06945261,0,0,0
.........000000000,0.370753656,6.857544614,0,0,0,0,0,0,0,0,0,0.285714286,0.285714286,0.285714286,0.591743119,0.591743119,0.591743119,0.171945701,0.171945701,0.171945701,0,0,0,0,0,0,0,0,0,7.123273614,7.123273614,7.123273614,7.948194579,7.948194579,7.948194579,3.027451249,3.027451249,3.027451249
............001001,0.075573549,10.68686302,0,0,0,0,0,0,0,0,0,0.004484305,0.004484305,0.004484305,0,0,0,0.03196347,0.03196347,0.03196347,0,0,0,0,0,0,0,0,0,18.30342982,18.30342982,18.30342982,16.85916121,16.85916121,16.85916121,14.08213857,14.08213857,14.08213857
............00.00.,0.471316085,9.191719982,0,0,0,0,0,0,0,0,0,0.427927928,0.427927928,0.427927928,0.104072398,0.104072398,0.104072398,0,0,0,0,0,0,0,0,0,0,0,0,4.005557061,4.005557061,4.005557061,10.22640332,10.22640332,10.22640332,0,0,0
101000......11.11.,0.023627363,21.57434999,0,0,0,0.028089888,0.028089888,0.028089888,0.022222222,0.022222222,0.022222222,0,0,0,0,0,0,0,0,0,18.55487383,18.55487383,18.55487383,31.11349126,31.11349126,31.11349126,21.65273615,21.65273615,21.65273615,16.96488299,16.96488299,16.96488299,21.35703977,21.35703977,21.35703977,0,0,0
.........001000011,0.417678812,12.26355238,0,0,0,0,0,0,0,0,0,0.608888889,0.608888889,0.608888889,0.331838565,0.331838565,0.331838565,0.421052632,0.421052632,0.421052632,0,0,0,0,0,0,0,0,0,18.51700572,18.51700572,18.51700572,12.25406384,12.25406384,12.25406384,9.788526649,9.788526649,9.788526649
0..00....00000000.,0.155870445,6.382439364,0.355555556,0.355555556,0.355555556,0.361581921,0.361581921,0.361581921,0,0,0,0.267857143,0.267857143,0.267857143,0.254464286,0.254464286,0.254464286,0.253333333,0.253333333,0.253333333,4.228410918,4.228410918,4.228410918,6.458495195,6.458495195,6.458495195,0,0,0,5.3207538,5.3207538,5.3207538,4.131146732,4.131146732,4.131146732,5.802568375,5.802568375,5.802568375
00.00....00000.00.,0.111760738,10.313669,0.011173184,0.011173184,0.011173184,0.61452514,0.61452514,0.61452514,0,0,0,0.297297297,0.297297297,0.297297297,0.316964286,0.316964286,0.316964286,0,0,0,12.1867206,12.1867206,12.1867206,13.7630236,13.7630236,13.7630236,0,0,0,3.257367441,3.257367441,3.257367441,9.400499286,9.400499286,9.400499286,0,0,0
.........000100000,0.261299753,8.066024254,0,0,0,0,0,0,0,0,0,0.330316742,0.330316742,0.330316742,0.391891892,0.391891892,0.391891892,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,7.305647846,7.305647846,7.305647846,10.0458959,10.0458959,10.0458959,11.44491212,11.44491212,11.44491212
............11.00.,0.186192939,10.06056715,0,0,0,0,0,0,0,0,0,0.424778761,0.424778761,0.424778761,0.075892857,0.075892857,0.075892857,0,0,0,0,0,0,0,0,0,0,0,0,9.197346899,9.197346899,9.197346899,14.5085941,14.5085941,14.5085941,0,0,0
...............00.,0.223796671,3.957816997,0,0,0,0,0,0,0,0,0,0.476851852,0.476851852,0.476851852,0.495454545,0.495454545,0.495454545,0,0,0,0,0,0,0,0,0,0,0,0,4.800093343,4.800093343,4.800093343,5.584453575,5.584453575,5.584453575,0,0,0
00.......11.11.01.,0.104860486,18.84637802,0.276243094,0.276243094,0.276243094,0.077348066,0.077348066,0.077348066,0,0,0,0.058823529,0.058823529,0.058823529,0.062780269,0.062780269,0.062780269,0,0,0,16.70349744,16.70349744,16.70349744,15.56496638,15.56496638,15.56496638,0,0,0,20.19892492,20.19892492,20.19892492,16.00615986,16.00615986,16.00615986,0,0,0
000......111111111,0.228571429,11.41105075,0.248618785,0.248618785,0.248618785,0.088888889,0.088888889,0.088888889,0.164835165,0.164835165,0.164835165,0.094170404,0.094170404,0.094170404,0.208888889,0.208888889,0.208888889,0.004424779,0.004424779,0.004424779,10.92095006,10.92095006,10.92095006,5.644039094,5.644039094,5.644039094,14.16997878,14.16997878,14.16997878,10.54745737,10.54745737,10.54745737,13.3090939,13.3090939,13.3090939,13.920082,13.920082,13.920082
00........0.00.11.,0.215073116,12.29087364,0.497206704,0.497206704,0.497206704,0.551912568,0.551912568,0.551912568,0,0,0,0.538812785,0.538812785,0.538812785,0.491071429,0.491071429,0.491071429,0,0,0,4.943632799,4.943632799,4.943632799,8.58755093,8.58755093,8.58755093,0,0,0,8.722165846,8.722165846,8.722165846,4.761306777,4.761306777,4.761306777,0,0,0
000......00000.000,0.239648965,15.0570792,0.329608939,0.329608939,0.329608939,0.396648045,0.396648045,0.396648045,0.346153846,0.346153846,0.346153846,0.450892857,0.450892857,0.450892857,0.369369369,0.369369369,0.369369369,0.273148148,0.273148148,0.273148148,8.92562641,8.92562641,8.92562641,13.55593381,13.55593381,13.55593381,18.37699641,18.37699641,18.37699641,12.55859397,12.55859397,12.55859397,15.48709112,15.48709112,15.48709112,17.64064264,17.64064264,17.64064264
001......100100000,0.143049933,12.58599211,0.050561798,0.050561798,0.050561798,0.261111111,0.261111111,0.261111111,0.044198895,0.044198895,0.044198895,0.267857143,0.267857143,0.267857143,0.423423423,0.423423423,0.423423423,0.040909091,0.040909091,0.040909091,9.840822015,9.840822015,9.840822015,8.952860776,8.952860776,8.952860776,16.0420562,16.0420562,16.0420562,12.45107834,12.45107834,12.45107834,8.409447122,8.409447122,8.409447122,11.61672069,11.61672069,11.61672069
01.......00.00.11.,0.217772778,16.27309221,0.205555556,0.205555556,0.205555556,0.005586592,0.005586592,0.005586592,0,0,0,0.299107143,0.299107143,0.299107143,0.090909091,0.090909091,0.090909091,0,0,0,12.61358327,12.61358327,12.61358327,11.18678791,11.18678791,11.18678791,0,0,0,12.85445318,12.85445318,12.85445318,11.26039346,11.26039346,11.26039346,0,0,0
001......00.00.011,0.132164531,17.75974281,0.2,0.2,0.2,0.116022099,0.116022099,0.116022099,0.141242938,0.141242938,0.141242938,0.15625,0.15625,0.15625,0.009049774,0.009049774,0.009049774,0.147982063,0.147982063,0.147982063,21.23602523,21.23602523,21.23602523,16.54948187,16.54948187,16.54948187,16.88925082,16.88925082,16.88925082,16.22371831,16.22371831,16.22371831,15.58654191,15.58654191,15.58654191,17.39042694,17.39042694,17.39042694
00.......000000001,0.140670718,7.986591816,0.05,0.05,0.05,0.368131868,0.368131868,0.368131868,0,0,0,0.280542986,0.280542986,0.280542986,0.050458716,0.050458716,0.050458716,0.022727273,0.022727273,0.022727273,9.533817662,9.533817662,9.533817662,4.377968694,4.377968694,4.377968694,0,0,0,7.882794663,7.882794663,7.882794663,13.56619099,13.56619099,13.56619099,11.25792063,11.25792063,11.25792063
.............1..0.,0.087904676,3.370836448,0,0,0,0,0,0,0,0,0,0.104072398,0.104072398,0.104072398,0.066371681,0.066371681,0.066371681,0,0,0,0,0,0,0,0,0,0,0,0,2.597850698,2.597850698,2.597850698,8.66540836,8.66540836,8.66540836,0,0,0
............00.00.,0.21300045,3.00279458,0,0,0,0,0,0,0,0,0,0.076576577,0.076576577,0.076576577,0.004587156,0.004587156,0.004587156,0,0,0,0,0,0,0,0,0,0,0,0,2.341996182,2.341996182,2.341996182,2.963689659,2.963689659,2.963689659,0,0,0
.........00.00.00.,0.336181696,22.73787369,0,0,0,0,0,0,0,0,0,0.30733945,0.30733945,0.30733945,0.265486726,0.265486726,0.265486726,0,0,0,0,0,0,0,0,0,0,0,0,21.9645573,21.9645573,21.9645573,22.76308202,22.76308202,22.76308202,0,0,0
10.11.....0.00.01.,0.148931384,9.185260009,0.127071823,0.127071823,0.127071823,0.337078652,0.337078652,0.337078652,0,0,0,0.098654709,0.098654709,0.098654709,0.104545455,0.104545455,0.104545455,0,0,0,6.042518759,6.042518759,6.042518759,3.238405257,3.238405257,3.238405257,0,0,0,5.497456216,5.497456216,5.497456216,7.554039481,7.554039481,7.554039481,0,0,0
.........0...0.0..,0.072215973,4.908937361,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.135746606,0.135746606,0.135746606,0,0,0,0,0,0,0,0,0,0,0,0,3.79189612,3.79189612,3.79189612,3.93815435,3.93815435,3.93815435,0,0,0
000......00000.00.,0.046333783,11.91588995,0.005617978,0.005617978,0.005617978,0.071428571,0.071428571,0.071428571,0.022222222,0.022222222,0.022222222,0.085585586,0.085585586,0.085585586,0,0,0,0.013392857,0.013392857,0.013392857,7.017483087,7.017483087,7.017483087,14.84031249,14.84031249,14.84031249,10.73798276,10.73798276,10.73798276,14.40390331,14.40390331,14.40390331,16.59789694,16.59789694,16.59789694,12.07508608,12.07508608,12.07508608
.........00000000.,0.115107914,6.628451534,0,0,0,0,0,0,0,0,0,0.165919283,0.165919283,0.165919283,0.054545455,0.054545455,0.054545455,0.148648649,0.148648649,0.148648649,0,0,0,0,0,0,0,0,0,6.325364559,6.325364559,6.325364559,7.212214882,7.212214882,7.212214882,8.766610812,8.766610812,8.766610812
000......000.0000.,0.025854317,5.799747172,0.005649718,0.005649718,0.005649718,0,0,0,0.101694915,0.101694915,0.101694915,0,0,0,0,0,0,0.067567568,0.067567568,0.067567568,4.184868187,4.184868187,4.184868187,7.015411589,7.015411589,7.015411589,5.807182315,5.807182315,5.807182315,6.5716096,6.5716096,6.5716096,5.159436995,5.159436995,5.159436995,6.136380969,6.136380969,6.136380969
000......010010000,0.123959505,11.4316878,0.027624309,0.027624309,0.027624309,0,0,0,0.011173184,0.011173184,0.011173184,0.027149321,0.027149321,0.027149321,0,0,0,0.286343612,0.286343612,0.286343612,11.1146209,11.1146209,11.1146209,11.80040505,11.80040505,11.80040505,3.242228245,3.242228245,3.242228245,13.86497403,13.86497403,13.86497403,10.22791252,10.22791252,10.22791252,9.318536421,9.318536421,9.318536421
00.......00.00.00.,0.15928009,16.81829915,0.197740113,0.197740113,0.197740113,0.1,0.1,0.1,0,0,0,0.200892857,0.200892857,0.200892857,0.113122172,0.113122172,0.113122172,0,0,0,17.12402296,17.12402296,17.12402296,17.46703403,17.46703403,17.46703403,0,0,0,15.90761731,15.90761731,15.90761731,17.49565483,17.49565483,17.49565483,0,0,0
00.......0000.0.0.,0.206524184,16.48512858,0.033519553,0.033519553,0.033519553,0.242937853,0.242937853,0.242937853,0,0,0,0.199095023,0.199095023,0.199095023,0.120535714,0.120535714,0.120535714,0.21719457,0.21719457,0.21719457,17.44133446,17.44133446,17.44133446,15.89708065,15.89708065,15.89708065,0,0,0,16.88702491,16.88702491,16.88702491,18.25691305,18.25691305,18.25691305,12.7059309,12.7059309,12.7059309
000......0000000.0,0.279865017,15.23118948,0.164835165,0.164835165,0.164835165,0.255555556,0.255555556,0.255555556,0.132596685,0.132596685,0.132596685,0.164444444,0.164444444,0.164444444,0.090497738,0.090497738,0.090497738,0.041474654,0.041474654,0.041474654,19.67432283,19.67432283,19.67432283,11.99029066,11.99029066,11.99029066,21.2579653,21.2579653,21.2579653,14.04271483,14.04271483,14.04271483,19.07949565,19.07949565,19.07949565,22.42395459,22.42395459,22.42395459
00.......00.10.00.,0.241340531,10.9416898,0.060773481,0.060773481,0.060773481,0.192307692,0.192307692,0.192307692,0,0,0,0.081081081,0.081081081,0.081081081,0.13963964,0.13963964,0.13963964,0,0,0,14.69870901,14.69870901,14.69870901,12.2072215,12.2072215,12.2072215,0,0,0,11.36333234,11.36333234,11.36333234,21.45050924,21.45050924,21.45050924,0,0,0
00.000...00000.00.,0.122862286,9.471809391,0.038461538,0.038461538,0.038461538,0.105555556,0.105555556,0.105555556,0.089385475,0.089385475,0.089385475,0.140271493,0.140271493,0.140271493,0.444954128,0.444954128,0.444954128,0.063348416,0.063348416,0.063348416,4.089370498,4.089370498,4.089370498,4.622085247,4.622085247,4.622085247,7.263142231,7.263142231,7.263142231,7.069327772,7.069327772,7.069327772,6.944312494,6.944312494,6.944312494,6.28615509,6.28615509,6.28615509
.........00.00.00.,0.051968504,15.16026309,0,0,0,0,0,0,0,0,0,0.04845815,0.04845815,0.04845815,0.067567568,0.067567568,0.067567568,0,0,0,0,0,0,0,0,0,0,0,0,18.3362176,18.3362176,18.3362176,16.65690297,16.65690297,16.65690297,0,0,0
000......000000000,0.165129359,12.25891065,0.214285714,0.214285714,0.214285714,0.371584699,0.371584699,0.371584699,0.156424581,0.156424581,0.156424581,0.139013453,0.139013453,0.139013453,0.063063063,0.063063063,0.063063063,0.125560538,0.125560538,0.125560538,19.91721211,19.91721211,19.91721211,17.90461491,17.90461491,17.90461491,7.423195393,7.423195393,7.423195393,9.624463375,9.624463375,9.624463375,11.62324655,11.62324655,11.62324655,16.61666382,16.61666382,16.61666382
01.......10.01.00.,0.12325686,9.542936643,0.055555556,0.055555556,0.055555556,0.111731844,0.111731844,0.111731844,0,0,0,0.132420091,0.132420091,0.132420091,0.075555556,0.075555556,0.075555556,0,0,0,6.370059215,6.370059215,6.370059215,5.957496505,5.957496505,5.957496505,0,0,0,3.122513145,3.122513145,3.122513145,11.85871808,11.85871808,11.85871808,0,0,0
000......00001.00.,0.212230216,15.35761135,0.194444444,0.194444444,0.194444444,0.229050279,0.229050279,0.229050279,0.164835165,0.164835165,0.164835165,0.244343891,0.244343891,0.244343891,0.25,0.25,0.25,0.087155963,0.087155963,0.087155963,18.36787882,18.36787882,18.36787882,13.56225645,13.56225645,13.56225645,17.05416213,17.05416213,17.05416213,13.65073416,13.65073416,13.65073416,18.13407805,18.13407805,18.13407805,20.65087355,20.65087355,20.65087355
00.......000010..0,0.116456835,6.676697395,0.127071823,0.127071823,0.127071823,0.259668508,0.259668508,0.259668508,0,0,0,0.145454545,0.145454545,0.145454545,0.119815668,0.119815668,0.119815668,0.213636364,0.213636364,0.213636364,8.266988611,8.266988611,8.266988611,3.371409771,3.371409771,3.371409771,0,0,0,6.644061479,6.644061479,6.644061479,4.022743752,4.022743752,4.022743752,2.696269576,2.696269576,2.696269576
.........000000000,0.562176748,21.43599642,0,0,0,0,0,0,0,0,0,0.285067873,0.285067873,0.285067873,0.388392857,0.388392857,0.388392857,0.433035714,0.433035714,0.433035714,0,0,0,0,0,0,0,0,0,19.39363127,19.39363127,19.39363127,12.4501437,12.4501437,12.4501437,17.45755747,17.45755747,17.45755747
............00.00.,0.086839145,13.76572694,0,0,0,0,0,0,0,0,0,0,0,0,0.009174312,0.009174312,0.009174312,0,0,0,0,0,0,0,0,0,0,0,0,6.287234985,6.287234985,6.287234985,9.777033747,9.777033747,9.777033747,0,0,0
.........011000000,0.14481673,17.04184314,0,0,0,0,0,0,0,0,0,0.212669683,0.212669683,0.212669683,0.162162162,0.162162162,0.162162162,0.212669683,0.212669683,0.212669683,0,0,0,0,0,0,0,0,0,19.4384657,19.4384657,19.4384657,12.42633286,12.42633286,12.42633286,10.3880752,10.3880752,10.3880752
.........000000010,0.155195682,13.96287973,0,0,0,0,0,0,0,0,0,0.054545455,0.054545455,0.054545455,0.125,0.125,0.125,0.243119266,0.243119266,0.243119266,0,0,0,0,0,0,0,0,0,4.986562918,4.986562918,4.986562918,1.68751275,1.68751275,1.68751275,12.41219728,12.41219728,12.41219728
.........0..00.00.,0.157149281,13.61552424,0,0,0,0,0,0,0,0,0,0.009009009,0.009009009,0.009009009,0.074889868,0.074889868,0.074889868,0,0,0,0,0,0,0,0,0,0,0,0,15.49783753,15.49783753,15.49783753,13.8295992,13.8295992,13.8295992,0,0,0
.........000000000,0.155490549,12.90656022,0,0,0,0,0,0,0,0,0,0.022421525,0.022421525,0.022421525,0.084821429,0.084821429,0.084821429,0.313901345,0.313901345,0.313901345,0,0,0,0,0,0,0,0,0,10.00895829,10.00895829,10.00895829,14.10948535,14.10948535,14.10948535,15.70839117,15.70839117,15.70839117
............00.00.,0.236326806,17.61955173,0,0,0,0,0,0,0,0,0,0,0,0,0.160714286,0.160714286,0.160714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.22423672,16.22423672,16.22423672,0,0,0
.........11000.00.,0.052655266,15.95489383,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.040540541,0.040540541,0.040540541,0.013574661,0.013574661,0.013574661,0,0,0,0,0,0,0,0,0,20.3678417,20.3678417,20.3678417,19.84661561,19.84661561,19.84661561,8.112667837,8.112667837,8.112667837
110011...1.0011010,0.071541057,24.73879956,0.06043956,0.06043956,0.06043956,0,0,0,0.120879121,0.120879121,0.120879121,0.004484305,0.004484305,0.004484305,0.004484305,0.004484305,0.004484305,0.013761468,0.013761468,0.013761468,26.93639576,26.93639576,26.93639576,24.19765512,24.19765512,24.19765512,18.82299992,18.82299992,18.82299992,24.28982274,24.28982274,24.28982274,25.53506757,25.53506757,25.53506757,24.33196855,24.33196855,24.33196855
.........101000000,0.204678363,16.6831935,0,0,0,0,0,0,0,0,0,0.398190045,0.398190045,0.398190045,0.416289593,0.416289593,0.416289593,0.063063063,0.063063063,0.063063063,0,0,0,0,0,0,0,0,0,23.96254273,23.96254273,23.96254273,9.359387095,9.359387095,9.359387095,9.002357191,9.002357191,9.002357191
.........10.10.10.,0.207424072,16.06018167,0,0,0,0,0,0,0,0,0,0.129464286,0.129464286,0.129464286,0.470852018,0.470852018,0.470852018,0,0,0,0,0,0,0,0,0,0,0,0,12.718547,12.718547,12.718547,18.19087179,18.19087179,18.19087179,0,0,0
000000...01.00.00.,0.102160216,16.12221735,0.298342541,0.298342541,0.298342541,0.404371585,0.404371585,0.404371585,0.203389831,0.203389831,0.203389831,0.327272727,0.327272727,0.327272727,0.158590308,0.158590308,0.158590308,0,0,0,21.76946177,21.76946177,21.76946177,19.63446906,19.63446906,19.63446906,14.70941799,14.70941799,14.70941799,20.34038643,20.34038643,20.34038643,24.73088321,24.73088321,24.73088321,0,0,0
000000....0.00.00.,0.094466937,10.85357872,0.138888889,0.138888889,0.138888889,0.055555556,0.055555556,0.055555556,0.011173184,0.011173184,0.011173184,0.191780822,0.191780822,0.191780822,0.059090909,0.059090909,0.059090909,0,0,0,13.60383112,13.60383112,13.60383112,8.753208374,8.753208374,8.753208374,9.790221143,9.790221143,9.790221143,12.02502561,12.02502561,12.02502561,9.006693319,9.006693319,9.006693319,0,0,0
.........01000.010,0.165616562,22.90221299,0,0,0,0,0,0,0,0,0,0.075555556,0.075555556,0.075555556,0.009433962,0.009433962,0.009433962,0.184079602,0.184079602,0.184079602,0,0,0,0,0,0,0,0,0,21.45504006,21.45504006,21.45504006,21.53037946,21.53037946,21.53037946,22.07996563,22.07996563,22.07996563
.........00.00..0.,0.098559856,25.95686806,0,0,0,0,0,0,0,0,0,0.217592593,0.217592593,0.217592593,0.242009132,0.242009132,0.242009132,0,0,0,0,0,0,0,0,0,0,0,0,28.61290036,28.61290036,28.61290036,26.49087701,26.49087701,26.49087701,0,0,0
.........00.00.00.,0.328683915,24.63499427,0,0,0,0,0,0,0,0,0,0.273542601,0.273542601,0.273542601,0.315315315,0.315315315,0.315315315,0,0,0,0,0,0,0,0,0,0,0,0,18.29724085,18.29724085,18.29724085,22.7998255,22.7998255,22.7998255,0,0,0
.........000000000,0.47029703,7.38072817,0,0,0,0,0,0,0,0,0,0.243243243,0.243243243,0.243243243,0.864864865,0.864864865,0.864864865,0.783185841,0.783185841,0.783185841,0,0,0,0,0,0,0,0,0,6.974862815,6.974862815,6.974862815,10.44053007,10.44053007,10.44053007,12.50058929,12.50058929,12.50058929
.........000000.0.,0.182227222,9.303893311,0,0,0,0,0,0,0,0,0,0.110599078,0.110599078,0.110599078,0.205357143,0.205357143,0.205357143,0.067264574,0.067264574,0.067264574,0,0,0,0,0,0,0,0,0,12.17720566,12.17720566,12.17720566,8.301681345,8.301681345,8.301681345,7.152919334,7.152919334,7.152919334
.........00.00.00.,0.159505062,18.88545566,0,0,0,0,0,0,0,0,0,0.110619469,0.110619469,0.110619469,0.117117117,0.117117117,0.117117117,0,0,0,0,0,0,0,0,0,0,0,0,12.19628728,12.19628728,12.19628728,11.85262066,11.85262066,11.85262066,0,0,0
