ch weight age sex region
0110111  3.1041502 1 M 4
0110000 12.6005244 1 M 1
0101000 11.6700295 1 M 2
0111111 12.7463424 1 M 3
0110110 12.4246289 1 M 4
0111011  8.3730978 1 M 1
0110111  7.8609621 1 M 2
0100000 13.8700079 1 M 3
0110000 11.5497884 1 M 4
0110000 13.3915133 1 M 1
0100000  9.4031081 1 M 2
0110000 11.7305868 1 M 3
0110000 13.5351334 1 M 4
0110000 12.0634534 1 M 1
0100000  4.8599481 1 M 2
0111001 15.6305312 1 M 3
0110000  9.4865699 1 M 4
0110000 10.1856522 1 M 1
0111000 14.0200142 1 M 2
0110000 12.7540790 1 M 3
0110000 12.0407341 1 M 4
0111110  6.7962899 1 M 1
0100101 13.4505378 1 M 2
0110000  7.4273722 1 M 3
0110000 10.0427996 1 M 4
0111010  9.0483785 1 M 1
0110000 10.6167543 1 M 2
0110000  9.2627601 1 M 3
0110000  9.7337525 1 M 4
0110000  8.7772380 1 M 1
0111001  8.6391966 1 M 2
0111000 15.5485676 1 M 3
0100101  9.0302703 1 M 4
0100100 10.2610393 1 M 1
0110000  9.4664685 1 M 2
0100000 11.2898449 1 M 3
0111100  9.0386151 1 M 4
0110000 11.3033814 1 M 1
0110000  7.7270930 1 M 2
0110000  8.9897587 1 M 3
0100000 12.8004658 1 M 4
0101001 13.5378085 1 M 1
0110000 10.2991814 1 M 2
0100000 10.2304517 1 M 3
0110000 10.3023047 1 M 4
0110000 14.1922129 1 M 1
0110000  8.0126884 1 M 2
0111100 13.0222021 1 M 3
0110000 16.6466951 1 M 4
0100000  9.2033916 1 M 1
0110111 13.8429049 1 M 2
0100000  8.9500711 1 M 3
0110000 12.1961688 1 M 4
0110000  6.7619082 1 M 1
0111101  5.6792115 1 M 2
0110000 10.9117340 1 M 3
0110011  5.3201362 1 M 4
0110011 12.4410520 1 M 1
0110000  7.2242912 1 M 2
0111000 10.0115988 1 M 3
0110000  9.7745374 1 M 4
0100000  9.8356745 1 M 1
0110000  9.8466701 1 M 2
0110000  9.8424869 1 M 3
0110000 14.2065938 1 M 4
0110000 12.9433286 1 M 1
0110000  5.5731396 1 M 2
0110000  8.5135288 1 M 3
0100000 11.2875148 1 M 4
0100000  5.3661647 1 M 1
0100000 10.5999176 1 M 2
0110000  2.8888409 1 M 3
0110000 10.1657068 1 M 4
0110000 11.1658721 1 M 1
0110000 12.3669895 1 M 2
0110111 13.4815387 1 M 3
0110000  7.0811243 1 M 4
0111100 11.4930693 1 M 1
0110000 11.1010120 1 M 2
0110111 11.1840434 1 M 3
0110000 10.9487452 1 M 4
0110100  7.8160492 1 M 1
0110100  9.7784579 1 M 2
0110000  5.7609269 1 M 3
0110000  9.5197041 1 M 4
0111000  6.8875927 1 M 1
0111100 10.0163444 1 M 2
0110100  8.4407660 1 M 3
0110000 10.9281217 1 M 4
0110001 10.8738518 1 M 1
0110000  8.5248829 1 M 2
0100000  9.8341524 1 M 3
0111000 11.7228115 1 M 4
0110000 10.9389587 1 M 1
0111100 10.9126642 1 M 2
0110100  8.7844881 1 M 3
0110000  6.0300125 1 M 4
0110000 10.7055173 1 M 1
0110100 15.4671597 1 M 2
0100000  9.5978930 1 M 3
0111001  8.8538912 1 M 4
0110000  6.5688928 1 M 1
0111100 12.4185045 1 M 2
0111011  6.5557445 1 M 3
0110000  6.8002780 1 M 4
0110101  3.1094594 1 M 1
0110000  2.6019552 1 M 2
0100000 12.9131299 1 M 3
0100000 10.0661962 1 M 4
0111000 11.0687601 1 M 1
0110000 12.4518348 1 M 2
0110000  9.3383720 1 M 3
0111101 12.6238249 1 M 4
0110000 17.9840324 1 M 1
0111010  9.5717583 1 M 2
0100100  8.3316475 1 M 3
0110000 13.8286440 1 M 4
0110000 10.5636122 1 M 1
0110100  7.2994398 1 M 2
0110000 10.6381544 1 M 3
0111000  4.2412091 1 M 4
0110000 13.1359527 1 M 1
0100011 11.7538139 1 M 2
0110100  7.3713879 1 M 3
0110000 10.7768213 1 M 4
0111100 11.1802857 1 M 1
0100000  4.3929565 1 M 2
0110000  9.1663889 1 M 3
0110000  7.5521340 1 M 4
0111100 16.0459928 1 M 1
0110000 11.0051575 1 M 2
0110000 11.9856055 1 M 3
0110000 12.7498473 1 M 4
0110111 11.1631591 1 M 1
0111100 12.2463653 1 M 2
0111000  7.3264260 1 M 3
0111100 10.9745922 1 M 4
0111000  7.7114037 1 M 1
0100000 11.2508684 1 M 2
0110100  9.8211789 1 M 3
0110000  9.1764845 1 M 4
0110000  5.6482235 1 M 1
0110000  6.1397940 1 M 2
0110011  7.2426344 1 M 3
0110000  8.0834912 1 M 4
0101001  8.9629033 1 M 1
0110000  8.6467522 1 M 2
0110101 12.1896803 1 M 3
0100000 10.8008127 1 M 4
0110000  4.9171552 1 M 1
0111000  8.6437798 1 M 2
0111011 13.8682763 1 M 3
0110000  7.5700699 1 M 4
0100000  4.1619188 1 M 1
0111101 15.2792661 1 M 2
0110000  8.3170403 1 M 3
0100000 13.3073948 1 M 4
0111111 11.0718404 1 M 1
0110000 11.2571657 1 M 2
0110111 13.8282765 1 M 3
0111001  2.2115288 1 M 4
0100011  7.3562249 1 M 1
0100000  5.7522364 1 M 2
0110000 10.7128101 1 M 3
0110000  9.8799491 1 M 4
0110000  8.8245258 1 M 1
0110000  2.7612805 1 M 2
0110111  9.1614781 1 M 3
0111101  7.4862936 1 M 4
0110001  9.5691066 1 M 1
0111101  9.7032944 1 M 2
0110000  5.7162043 1 M 3
0110000  7.1047637 1 M 4
0110100 11.7848202 1 M 1
0111100 11.9038793 1 M 2
0110000 13.5870099 1 M 3
0110100  9.5148395 1 M 4
0110100 10.7408130 1 M 1
0100000  7.8602803 1 M 2
0110100 10.1535995 1 M 3
0100000  7.1459865 1 M 4
0110000  1.8047840 1 M 1
0110000  1.1023647 1 M 2
0110000 10.3101734 1 M 3
0111000 13.5934833 1 M 4
0110000 15.0418089 1 M 1
0111111  9.1860807 1 M 2
0111101 14.4042611 1 M 3
0110000 13.9128695 1 M 4
0100000 10.8754546 1 M 1
0110011 12.0534490 1 M 2
0101100  5.9484235 1 M 3
0100000  5.8962784 1 M 4
0100000  7.5259763 1 M 1
0111101 12.1779397 1 M 2
0110000  6.0691576 1 M 3
0101011 12.8084499 1 M 4
0110000  8.9908921 1 M 1
0100000 14.6431835 1 M 2
0110000 15.5962282 1 M 3
0110000  8.4620844 1 M 4
0110000 10.3454101 1 M 1
0100000  9.8455764 1 M 2
0110000  8.7477099 1 M 3
0111100  6.8347823 1 M 4
0110101  8.3702575 1 M 1
0110000  8.4437293 1 M 2
0110000  7.0346393 1 M 3
0110000  7.6254733 1 M 4
0111011  9.0757699 1 M 1
0110000  6.1274527 1 M 2
0111110  5.6748341 1 M 3
0101100  9.5155307 1 M 4
0111110  6.9245376 1 M 1
0110000 10.1708671 1 M 2
0100000 10.2676553 1 M 3
0100000 14.3780250 1 M 4
0100000 14.0996285 1 M 1
0110000  9.3460268 1 M 2
0110000 12.0463601 1 M 3
0110100 10.5946006 1 M 4
0100111  6.0515821 1 M 1
0100000 11.7416384 1 M 2
0111000  6.3648858 1 M 3
0101111  7.7046949 1 M 4
0111110 10.0101049 1 M 1
0111000  8.0223411 1 M 2
0100000  8.4819861 1 M 3
0110100 10.0861751 1 M 4
0100000  4.8899031 1 M 1
0111101  9.6089003 1 M 2
0110100  7.7197309 1 M 3
0110000 12.1922256 1 M 4
0110000  5.9156260 1 M 1
0110000  8.1753530 1 M 2
0111100 10.0451342 1 M 3
0110110  8.9616165 1 M 4
0100000 10.6294042 1 M 1
0100000  6.1314611 1 M 2
0100000 10.6089928 1 M 3
0110110 10.7168100 1 M 4
0100000  8.9200781 1 M 1
0110000 11.7414061 1 M 2
0100000  8.9631131 1 M 3
0100000 14.7259590 1 M 4
0111111  6.1563892 1 M 1
0111010 13.4520539 1 M 2
0110000  9.6936175 1 M 3
0111111 12.4777707 1 M 4
0110000 11.2470695 1 M 1
0110101 13.7204226 1 M 2
0111101  8.5879836 1 M 3
0110000  3.2458101 1 M 4
0010000  8.0321664 2 M 1
0010111 13.6701051 2 M 2
0010111 10.1636288 2 M 3
0010000 13.4435553 2 M 4
0010000  8.4809174 2 M 1
0010000  2.9340868 2 M 2
0010000 15.5674985 2 M 3
0011111  9.2867936 2 M 4
0011000  9.3334277 2 M 1
0010101  2.2475706 2 M 2
0010000 16.0222002 2 M 3
0010000 12.5993278 2 M 4
0010000  5.4233252 2 M 1
0010000  3.9417004 2 M 2
0011110 11.9424867 2 M 3
0010000 11.9529350 2 M 4
0010000  6.1475313 2 M 1
0010000 12.1811946 2 M 2
0010000  2.5225428 2 M 3
0010100 13.9494110 2 M 4
0010000 13.5419319 2 M 1
0011101  8.1046532 2 M 2
0010000  9.4023648 2 M 3
0011111 14.0974019 2 M 4
0010000 11.0917206 2 M 1
0010000 10.1200915 2 M 2
0010000 12.3579120 2 M 3
0010000 12.9877438 2 M 4
0010000 18.9164705 2 M 1
0011000  6.9453017 2 M 2
0011100 11.3554089 2 M 3
0010100  9.5187214 2 M 4
0010000  2.6473634 2 M 1
0010000 13.4701685 2 M 2
0010000  4.1929079 2 M 3
0011101 10.5126426 2 M 4
0010000  9.6448296 2 M 1
0010000  6.1963974 2 M 2
0010000  9.1404372 2 M 3
0010000  9.5121228 2 M 4
0011100 11.5954505 2 M 1
0010100  6.3043872 2 M 2
0010000  8.4811139 2 M 3
0010000  7.3097274 2 M 4
0010000 15.0255555 2 M 1
0011101  7.2549785 2 M 2
0011100 10.3464445 2 M 3
0010000  9.2454426 2 M 4
0010100 10.7741239 2 M 1
0010110 12.9454504 2 M 2
0010000  8.0270831 2 M 3
0010000  4.9738941 2 M 4
0010000  7.6603727 2 M 1
0010000 10.3326922 2 M 2
0010000 14.9134896 2 M 3
0010000 16.0956845 2 M 4
0011100  9.8588567 2 M 1
0010111  9.4888479 2 M 2
0011100  8.7140161 2 M 3
0010100 15.2911044 2 M 4
0010000 13.2825178 2 M 1
0010100 12.6337724 2 M 2
0010110  7.8985632 2 M 3
0011111 14.0633962 2 M 4
0011100  6.9615215 2 M 1
0011000 11.5505117 2 M 2
0010101  4.3757865 2 M 3
0010000 12.5266520 2 M 4
0010100 12.4145263 2 M 1
0010100  7.3459375 2 M 2
0011110  7.9420081 2 M 3
0010111  9.5363069 2 M 4
0010000 12.7669043 2 M 1
0010000  8.6605643 2 M 2
0011000 14.9268093 2 M 3
0010000 15.6834290 2 M 4
0010000  9.5141003 2 M 1
0010100 14.8023720 2 M 2
0011101 13.6223937 2 M 3
0011000  7.6378864 2 M 4
0010000 10.8398202 2 M 1
0011011 11.4652414 2 M 2
0010110 12.8852497 2 M 3
0010000  7.5065989 2 M 4
0011100 12.5981681 2 M 1
0010000 13.8175515 2 M 2
0011111 14.6107234 2 M 3
0010000 10.1938857 2 M 4
0010000  5.9937232 2 M 1
0010011 14.9895451 2 M 2
0010000 12.0895403 2 M 3
0010000 15.3976784 2 M 4
0010000 11.1565639 2 M 1
0010000  6.1643359 2 M 2
0010000 11.2025134 2 M 3
0011111  9.5575613 2 M 4
0011100  2.4696028 2 M 1
0010000 12.9749470 2 M 2
0011000 12.2871163 2 M 3
0010000 11.5019833 2 M 4
0010000 10.4739808 2 M 1
0010000  8.7241598 2 M 2
0010000  6.7347429 2 M 3
0011100 11.4424095 2 M 4
0010000 12.3864641 2 M 1
0010000  9.5349242 2 M 2
0010000  5.5415198 2 M 3
0010100  8.9104262 2 M 4
0010110 12.6794939 2 M 1
0010000  9.1131242 2 M 2
0010000  5.5216212 2 M 3
0010100 11.8936407 2 M 4
0011101 12.2953466 2 M 1
0011000 10.8969496 2 M 2
0010111 12.5126993 2 M 3
0011100  6.2195231 2 M 4
0010000  8.3933067 2 M 1
0011101  9.8776114 2 M 2
0010000  9.1109629 2 M 3
0011100  6.9973414 2 M 4
0010000  6.9702735 2 M 1
0010000  8.1973127 2 M 2
0010000  6.2139383 2 M 3
0011100 14.5042694 2 M 4
0010000 10.7558196 2 M 1
0010000 11.0655410 2 M 2
0010000  8.7825421 2 M 3
0010000  8.9304840 2 M 4
0010000 11.1710449 2 M 1
0010000  9.4580319 2 M 2
0010100  7.8341394 2 M 3
0010000  1.3024295 2 M 4
0010000 10.8060296 2 M 1
0010100 10.3790954 2 M 2
0011100 10.1501813 2 M 3
0010000 13.2643163 2 M 4
0010000 11.7028466 2 M 1
0010000 12.0524603 2 M 2
0010000 10.9107188 2 M 3
0010000  7.0263496 2 M 4
0011111  7.4254225 2 M 1
0011100 10.0162820 2 M 2
0010000  9.2473101 2 M 3
0010000 10.0591538 2 M 4
0010010 14.1329975 2 M 1
0010000 12.6599086 2 M 2
0010000 13.0853771 2 M 3
0010111 13.9998060 2 M 4
0010000  4.9797907 2 M 1
0010000  8.7514115 2 M 2
0010000  9.2496002 2 M 3
0010000 15.0819064 2 M 4
0011000 10.6863049 2 M 1
0010000 16.3987944 2 M 2
0010000 14.6612729 2 M 3
0010000 13.5786027 2 M 4
0010000  6.9714272 2 M 1
0010000  9.4290959 2 M 2
0010101 10.0738966 2 M 3
0010000 10.5404717 2 M 4
0010000 10.6908989 2 M 1
0010000  4.9301255 2 M 2
0010000  8.6234280 2 M 3
0011001  9.0635871 2 M 4
0010000 12.7375848 2 M 1
0011100  7.6603664 2 M 2
0010000  9.8442333 2 M 3
0010011 12.6709008 2 M 4
0010000 12.4098804 2 M 1
0011100 11.0263803 2 M 2
0010001  8.1022089 2 M 3
0010000  9.8239510 2 M 4
0011110 12.4261543 2 M 1
0010000  9.4495810 2 M 2
0011101 10.3329617 2 M 3
0011000  8.6831603 2 M 4
0011000  6.9037379 2 M 1
0010000  8.3024486 2 M 2
0010100 13.4951803 2 M 3
0010000  6.6248964 2 M 4
0011100  4.3284994 2 M 1
0010000  5.7183304 2 M 2
0010000  8.3656670 2 M 3
0010000  8.2235679 2 M 4
0010000  3.7104461 2 M 1
0011001  5.6843916 2 M 2
0010000 10.9787286 2 M 3
0010000 10.1192437 2 M 4
0011001 12.0493868 2 M 1
0011011 15.3221092 2 M 2
0010100  7.6991241 2 M 3
0011111 10.3536727 2 M 4
0010000 15.2156789 2 M 1
0010000  8.3435147 2 M 2
0010000 11.9406373 2 M 3
0010100 10.4935066 2 M 4
0011100  6.2978353 2 M 1
0010000 10.2225259 2 M 2
0011101  7.2733795 2 M 3
0011011  9.4788137 2 M 4
0011101  7.2022173 2 M 1
0010001  6.0629774 2 M 2
0010000 12.7094262 2 M 3
0011000 13.3075412 2 M 4
0010100 12.8418928 2 M 1
0010100  9.4581929 2 M 2
0010000  7.3009327 2 M 3
0010000  4.8382221 2 M 4
0010000 11.8617391 2 M 1
0010000  6.3669873 2 M 2
0010000 13.4109387 2 M 3
0011000 10.6217907 2 M 4
0010000 13.9031571 2 M 1
0010000 14.1826752 2 M 2
0010000 11.0466173 2 M 3
0010100 11.4630400 2 M 4
0011000  9.5114931 2 M 1
0010000  6.3889389 2 M 2
0010000 15.2538517 2 M 3
0010000  8.1775117 2 M 4
0011011 12.6396540 2 M 1
0010000 11.0281322 2 M 2
0011000 13.3263493 2 M 3
0010000 12.2094213 2 M 4
0011010 12.9332703 2 M 1
0011000  7.7712282 2 M 2
0011111 13.6011754 2 M 3
0010000 12.8334511 2 M 4
0010001 11.9371856 2 M 1
0010000  8.7296376 2 M 2
0011000 14.1338407 2 M 3
0010000  8.0505394 2 M 4
0011100  6.0414815 2 M 1
0010000  8.6845742 2 M 2
0011110  9.7541733 2 M 3
0011000  8.8199509 2 M 4
0010100  7.4893808 2 M 1
0011000 11.0624974 2 M 2
0010000  9.5524440 2 M 3
0010000 13.9036989 2 M 4
0011101  7.8653890 2 M 1
0011000 10.9328638 2 M 2
0010000  9.7273417 2 M 3
0010000  9.7755962 2 M 4
0010000  4.1340895 2 M 1
0010000  8.4432171 2 M 2
0010000  6.9773930 2 M 3
0011000  8.5322391 2 M 4
0010000 13.5059486 2 M 1
0010000  7.3507745 2 M 2
0011100 15.3916677 2 M 3
0011100 15.9894848 2 M 4
0010000  9.0524031 2 M 1
0010000 11.3150180 2 M 2
0011000  8.8189822 2 M 3
0010000  3.2328166 2 M 4
0010101 12.1711009 2 M 1
0010111  7.6550452 2 M 2
0010000  9.8135405 2 M 3
0010000  8.5745763 2 M 4
0010000 10.9017474 2 M 1
0011001 10.5995385 2 M 2
0010000 11.8876087 2 M 3
0011100  9.8891215 2 M 4
0010000  7.0132774 2 M 1
0010000  7.6970606 2 M 2
0010000  8.6783301 2 M 3
0010000  7.6861495 2 M 4
0010000 12.1630604 2 M 1
0010000 12.4843499 2 M 2
0010000  9.2385949 2 M 3
0011100  8.8543930 2 M 4
0010000  8.9594959 2 M 1
0010000  8.8184796 2 M 2
0010101  9.2889334 2 M 3
0010100  8.9216613 2 M 4
0010000  6.0883265 2 M 1
0010000  7.7856200 2 M 2
0011101  9.9831748 2 M 3
0010000  8.2870449 2 M 4
0010100  5.5462942 2 M 1
0010110 10.7526001 2 M 2
0010000  9.5716727 2 M 3
0010000  7.4499266 2 M 4
0010100  8.8228452 2 M 1
0010110 10.7091352 2 M 2
0010000 11.8593449 2 M 3
0010000 11.0366147 2 M 4
0010110  7.5933691 2 M 1
0010000 14.1044865 2 M 2
0010000  7.2672885 2 M 3
0010000  9.0430696 2 M 4
0010100 12.0964358 2 M 1
0011000 12.8506523 2 M 2
0010000 10.6696103 2 M 3
0010000  6.7029504 2 M 4
0010000  7.7898232 2 M 1
0010000 11.2882682 2 M 2
0010100 11.2975027 2 M 3
0010000 12.8591745 2 M 4
0010001  5.5005012 2 M 1
0010000 14.0711546 2 M 2
0010000 12.2686012 2 M 3
0010101  9.4486478 2 M 4
0010000 14.3416460 2 M 1
0010101 11.2783150 2 M 2
0010000 11.5142070 2 M 3
0010100 15.5323075 2 M 4
0011011 12.5018701 2 M 1
0011111 12.1532067 2 M 2
0010000  2.5941015 2 M 3
0010000 10.2218140 2 M 4
0011011  8.2901971 2 M 1
0010000 11.3641371 2 M 2
0010000  5.5711906 2 M 3
0010000 13.7279881 2 M 4
0010000  9.5419782 2 M 1
0010000  7.4692495 2 M 2
0010000 11.9721542 2 M 3
0011101 12.6773679 2 M 4
0010000 14.8731427 2 M 1
0011100 11.1997337 2 M 2
0010000  9.2674136 2 M 3
0010000 10.7446527 2 M 4
0011000  8.2322637 2 M 1
0010000 15.0837466 2 M 2
0010000  8.3794789 2 M 3
0011000  7.3512408 2 M 4
0010000  3.7812994 2 M 1
0010100 12.0261273 2 M 2
0010000 10.8691341 2 M 3
0010101  6.7402918 2 M 4
0010000 13.3101146 2 M 1
0011010 18.1290208 2 M 2
0010000 11.3642507 2 M 3
0010000 13.7658450 2 M 4
0011100 11.5220522 2 M 1
0011101 10.6849261 2 M 2
0010100 10.7815112 2 M 3
0010000 10.7920792 2 M 4
0011000  4.7231268 2 M 1
0010001 11.7380142 2 M 2
0011100 14.2844692 2 M 3
0010000  6.9279168 2 M 4
0011001  7.5628360 2 M 1
0011101  8.4922284 2 M 2
0010000 10.8736684 2 M 3
0010000  9.8036339 2 M 4
0010000  7.8794338 2 M 1
0010000 12.1869601 2 M 2
0010000  9.0678898 2 M 3
0010100 11.0717811 2 M 4
0010000  7.3072755 2 M 1
0011100 12.4993583 2 M 2
0011000 10.5179210 2 M 3
0011101  8.0477482 2 M 4
0010100  4.7072423 2 M 1
0010000 16.3337473 2 M 2
0011110 18.7354402 2 M 3
0011100  9.2116521 2 M 4
0010100 10.1755137 2 M 1
0010000 11.9620147 2 M 2
0010000 13.2407985 2 M 3
0010000 10.2519537 2 M 4
0010100 10.6933701 2 M 1
0010000  6.1657867 2 M 2
0010111  4.0128751 2 M 3
0010000  9.6555147 2 M 4
0010000 11.3352219 2 M 1
0011000 10.3621688 2 M 2
0011101  7.6845068 2 M 3
0011000 10.5532835 2 M 4
0010000 12.1769640 2 M 1
0010000  6.9590996 2 M 2
0010111 10.4834640 2 M 3
0010101 12.9066179 2 M 4
0010000 13.7722389 2 M 1
0010111 15.7162119 2 M 2
0011110  9.7888311 2 M 3
0010100  8.7354697 2 M 4
0010000  7.6227205 2 M 1
0010101  7.9396560 2 M 2
0011000  6.9891221 2 M 3
0010000  6.6131886 2 M 4
0010000 11.4575529 2 M 1
0010000 10.6981685 2 M 2
0011001 10.3272107 2 M 3
0010000  8.8256289 2 M 4
0011111  6.1450695 2 M 1
0011000 12.0519536 2 M 2
0011100  6.5051514 2 M 3
0010100  8.8971194 2 M 4
0010100 13.1774431 2 M 1
0010000  9.1946570 2 M 2
0010101 11.0168446 2 M 3
0010000  8.9831146 2 M 4
0010000 12.4122872 2 M 1
0011100  8.5197156 2 M 2
0011110  9.9804622 2 M 3
0010000 11.5546281 2 M 4
0011000 10.7336579 2 M 1
0010101  8.3895708 2 M 2
0010000 12.6125749 2 M 3
0011111 11.2080246 2 M 4
0010000 11.6754070 2 M 1
0010000  9.5253328 2 M 2
0010000 11.0165410 2 M 3
0010000 10.4364223 2 M 4
0011000  7.7170096 2 M 1
0010111  8.5505239 2 M 2
0010000  4.5274060 2 M 3
0011000  8.8509598 2 M 4
0010000  5.6836499 2 M 1
0010110  9.8271833 2 M 2
0011101  9.9344294 2 M 3
0010000 13.2745307 2 M 4
0010000 14.2798109 2 M 1
0010000 10.7425358 2 M 2
0010101 12.2692078 2 M 3
0010000 10.5419280 2 M 4
0010100  9.6869947 2 M 1
0010100  5.7863725 2 M 2
0010100 16.2384744 2 M 3
0010000  6.6245538 2 M 4
0011010  6.6574830 2 M 1
0011100  9.1524591 2 M 2
0010000  9.0477565 2 M 3
0010000 10.7700064 2 M 4
0010000  7.3883082 2 M 1
0010101  9.4730897 2 M 2
0010000  5.1318702 2 M 3
0010000 10.6144298 2 M 4
0010000  7.9454962 2 M 1
0010000 10.0551113 2 M 2
0010110  8.9001021 2 M 3
0010000 13.0861084 2 M 4
0010100 10.1507292 2 M 1
0010101  7.9530322 2 M 2
0010000 12.0979869 2 M 3
0010000 11.1632446 2 M 4
0010110  5.5414313 2 M 1
0011000 10.2057743 2 M 2
0010000  8.3147347 2 M 3
0011110  4.9709054 2 M 4
0011100 10.9576767 2 M 1
0010100  5.8519562 2 M 2
0010000  3.6244434 2 M 3
0010100 13.2097149 2 M 4
0010000 11.5997165 2 M 1
0010000  7.3058505 2 M 2
0011000 12.4350332 2 M 3
0010000 11.3309407 2 M 4
0010000  5.4812909 2 M 1
0010111  8.6261212 2 M 2
0010111 10.2687838 2 M 3
0011101 10.8296756 2 M 4
0010111 17.1393207 2 M 1
0010101  9.4980137 2 M 2
0011101 10.4868943 2 M 3
0010000 12.2991577 2 M 4
0010100 12.9691427 2 M 1
0010010  6.0246364 2 M 2
0011011  8.5810164 2 M 3
0011000 11.9411149 2 M 4
0011100 10.5542364 2 M 1
0011000 11.0804950 2 M 2
0010000  7.8487040 2 M 3
0011000  7.6987567 2 M 4
0010000  4.9144928 2 M 1
0011100 11.0178044 2 M 2
0010000  6.8569078 2 M 3
0010000  4.8709969 2 M 4
0010100 11.0852074 2 M 1
0010000 14.0121477 2 M 2
0011000  4.7085002 2 M 3
0010000 13.2849280 2 M 4
0010000 14.8277608 2 M 1
0010000 10.5535408 2 M 2
0011111 11.0557936 2 M 3
0011100 13.6954658 2 M 4
0010000  6.6557144 2 M 1
0011100 14.0348683 2 M 2
0010000  6.9774042 2 M 3
0011000  8.8664099 2 M 4
0010000 12.2905870 2 M 1
0010000  7.4393988 2 M 2
0010000 11.8924716 2 M 3
0011101 11.0198716 2 M 4
0010000  8.2490263 2 M 1
0011101 10.0081100 2 M 2
0010000 16.4363567 2 M 3
0010000  9.5641546 2 M 4
0010000  8.9829020 2 M 1
0010000  9.9671540 2 M 2
0010010 11.5012246 2 M 3
0011111 12.0697256 2 M 4
0011100 10.6800309 2 M 1
0010000  9.6553910 2 M 2
0010000 11.8400343 2 M 3
0010000 10.8790214 2 M 4
0010000 16.0032505 2 M 1
0010000  9.7206149 2 M 2
0010000 10.9013276 2 M 3
0010000 10.8086049 2 M 4
0010000  6.0223644 2 M 1
0011100  8.8420447 2 M 2
0011100  9.4184119 2 M 3
0010000  9.9099096 2 M 4
0011100 12.8408860 2 M 1
0010000 12.8628434 2 M 2
0010000  9.8589934 2 M 3
0010000  8.4862881 2 M 4
0010101 13.7919796 2 M 1
0010000  9.9661515 2 M 2
0010000 13.5975581 2 M 3
0011000 12.4422562 2 M 4
0010000 10.1157460 2 M 1
0010101 14.7671988 2 M 2
0010010 11.0150784 2 M 3
0010000  6.2437483 2 M 4
0011011 10.4446967 2 M 1
0011100 10.9119362 2 M 2
0010100  8.6786897 2 M 3
0010100  7.5206193 2 M 4
0010000 11.6026693 2 M 1
0010000 13.1182066 2 M 2
0011000 13.5000259 2 M 3
0010000 11.0809971 2 M 4
0010000  8.1849118 2 M 1
0011011 11.8490434 2 M 2
0010000 11.4298284 2 M 3
0010000  7.0054050 2 M 4
0010000  5.9817720 2 M 1
0011000  8.6374116 2 M 2
0010000 13.0768440 2 M 3
0010000 10.4055234 2 M 4
0010000  7.8921888 2 M 1
0011000 12.4498554 2 M 2
0010100  8.8308087 2 M 3
0010000  7.1733134 2 M 4
0010000 10.0412022 2 M 1
0010000  4.0311526 2 M 2
0010000  8.3360739 2 M 3
0010000  9.2957037 2 M 4
0011000 11.8482883 2 M 1
0010000 15.0936481 2 M 2
0010000  9.8266639 2 M 3
0010110  6.6941554 2 M 4
0010111  2.3779842 2 M 1
0010000  7.4467585 2 M 2
0010000  9.8498848 2 M 3
0011000  6.4939924 2 M 4
0011001 10.0537011 2 M 1
0010000 12.7049020 2 M 2
0010000 12.9596912 2 M 3
0011000 10.7988357 2 M 4
0010000 10.4218797 2 M 1
0010010 10.6861454 2 M 2
0010000  7.6201820 2 M 3
0010101 12.5557283 2 M 4
0010100  4.9942095 2 M 1
0011100 13.0910229 2 M 2
0010000 14.0317265 2 M 3
0010100  8.3008237 2 M 4
0011000  6.0997056 2 M 1
0010000 11.6404990 2 M 2
0010000 10.4066415 2 M 3
0010111  4.2078502 2 M 4
0011000 10.0440576 2 M 1
0010000 12.8675523 2 M 2
0011011  8.5293268 2 M 3
0010000  8.9530317 2 M 4
0010000  9.9895970 2 M 1
0010000  3.8372197 2 M 2
0010100  7.2154000 2 M 3
0010000  4.4827344 2 M 4
0011100  8.8021183 2 M 1
0010111 11.4924996 2 M 2
0010000  9.4354130 2 M 3
0010000 14.5880690 2 M 4
0010000  9.5689568 2 M 1
0010000  7.1446320 2 M 2
0010000  9.3728919 2 M 3
0010000  4.1465295 2 M 4
0010000 10.2161975 2 M 1
0010010 12.3104607 2 M 2
0011100 10.8902672 2 M 3
0010000 12.9797880 2 M 4
0010000 10.4368382 2 M 1
0010000 17.0503843 2 M 2
0010000 11.3454033 2 M 3
0010000  6.6247711 2 M 4
0010000  7.9585650 2 M 1
0010000  9.7791995 2 M 2
0010000  6.0203830 2 M 3
0010000  9.1009125 2 M 4
0010111  6.5999305 2 M 1
0010101  5.8620352 2 M 2
0010000 11.4094036 2 M 3
0010110  8.6083459 2 M 4
0011000  9.5589589 2 M 1
0011110  4.1557353 2 M 2
0010000  8.8717663 2 M 3
0010000 12.5393319 2 M 4
0011000 10.1810238 2 M 1
0010000  9.1705727 2 M 2
0010000 12.5880179 2 M 3
0011100 11.5263147 2 M 4
0010000 11.5573952 2 M 1
0010101  8.9199279 2 M 2
0010000  9.5284658 2 M 3
0010000 10.5163909 2 M 4
0010110  3.9049174 2 M 1
0010100 14.5333846 2 M 2
0011000  9.2713164 2 M 3
0011000 10.5043280 2 M 4
0010000 15.0846174 2 M 1
0010111 13.4423400 2 M 2
0010000  3.8538097 2 M 3
0011111 12.7122100 2 M 4
0010000  5.6968877 2 M 1
